"annee";"code_departement";"departement";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"03";"ALLIER";"2090011";450.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090016";1150.2;"l";"Non";"Non"
2022;"03";"ALLIER";"2090037";767.7;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090039";50.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090041";950.38;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090042";741.05;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090050";125550.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090052";86.85;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090054";38.57;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090055";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090057";34.44;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090063";0.03;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090064";1931.51;"l";"Non";"Non"
2022;"03";"ALLIER";"2090068";490.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090072";1.6;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090080";513.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090093";9725.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090101";465.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090111";1450.24;"l";"Non";"Non"
2022;"03";"ALLIER";"2090112";13.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090113";10386.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090114";23.5;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090117";755.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090118";31767.21;"l";"Non";"Non"
2022;"03";"ALLIER";"2090119";11.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2090126";476.8;"l";"Non";"Non"
2022;"03";"ALLIER";"2090127";60.9;"l";"Non";"Non"
2022;"03";"ALLIER";"2090132";551.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2090136";50.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090137";15.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090146";24.0;"l";"Oui";"Non"
2022;"03";"ALLIER";"2090149";50.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090153";332.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090157";5.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090159";12.46;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090160";2800.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090164";848.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090170";186.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2090186";5017.4;"l";"Non";"Non"
2022;"03";"ALLIER";"2090188";490.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2090199";4.0;"l";"Oui";"Non"
2022;"03";"ALLIER";"2090200";19.5;"l";"Oui";"Non"
2022;"03";"ALLIER";"2100002";4.8;"l";"Non";"Non"
2022;"03";"ALLIER";"2100009";123.6;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100014";21.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100015";7.74;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100016";988.25;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100018";225.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100026";278.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2100028";2370.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100030";2640.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100037";70.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100038";300.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100041";1.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2100051";530.36;"l";"Non";"Non"
2022;"03";"ALLIER";"2100052";3873.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2100053";1510.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100056";1280.01;"l";"Non";"Non"
2022;"03";"ALLIER";"2100057";810.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100059";290.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100067";4.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100069";94.1;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100108";2475.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100110";120.55;"l";"Non";"Non"
2022;"03";"ALLIER";"2100111";6389.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2100112";425.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100114";8.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100121";450.16;"l";"Non";"Non"
2022;"03";"ALLIER";"2100138";11416.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100140";660.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100151";439.4;"l";"Non";"Non"
2022;"03";"ALLIER";"2100175";0.96;"l";"Non";"Non"
2022;"03";"ALLIER";"2100177";28.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100181";1157.1;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100186";34163.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100206";2900.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100211";255.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100215";2840.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100221";359.25;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100231";3.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2100232";6.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100234";120.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2100244";285.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110004";770.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110010";4.46;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110012";20.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110018";556.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2110056";191.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110059";146.5;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110063";125.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110068";50.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110072";0.3;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110073";4.1;"l";"Non";"Non"
2022;"03";"ALLIER";"2110077";280.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110082";12.6;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110086";75.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110092";18.91;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110095";830.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110101";50.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110102";13375.1199;"l";"Non";"Non"
2022;"03";"ALLIER";"2110103";12.7;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110104";1392.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110111";6304.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110115";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110140";72.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110141";60.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110143";8.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110144";235.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110148";244.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110149";16.1;"l";"Oui";"Non"
2022;"03";"ALLIER";"2110150";2.75;"l";"Oui";"Non"
2022;"03";"ALLIER";"2110151";11290.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110152";348.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110153";125.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110154";261.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110162";9.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110167";25.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110168";12.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110173";80.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110180";1.3;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2110181";50.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110191";210.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2110192";3.71;"kg";"Non";"Non"
2022;"03";"ALLIER";"2110197";70.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120029";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120041";955.68;"l";"Non";"Non"
2022;"03";"ALLIER";"2120048";5271.29;"l";"Non";"Non"
2022;"03";"ALLIER";"2120051";170.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120066";220.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120070";615.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120075";1840.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120081";3.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120089";1390.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120092";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120094";120.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120117";95.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120120";275.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120132";1.5;"kg";"Non";"Non"
2022;"03";"ALLIER";"2120143";1185.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120153";5580.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120160";675.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120168";2250.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2120171";6.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2120177";4.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2120206";75.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120210";20.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2120219";8.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2130049";237.7;"l";"Non";"Non"
2022;"03";"ALLIER";"2130059";161.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130061";140.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130063";5806.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130068";976.8;"l";"Non";"Non"
2022;"03";"ALLIER";"2130069";2783.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130075";195.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2130083";1307.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130085";45.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2130086";360.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2130091";421.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130129";60.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2130140";7670.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130142";10.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2130152";51.99;"l";"Non";"Non"
2022;"03";"ALLIER";"2130164";1475.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130193";60.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130202";810.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130212";25.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2130242";310.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130244";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130249";2370.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130251";146.3;"l";"Non";"Non"
2022;"03";"ALLIER";"2130253";90.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130266";72.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2130277";40.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2140002";48.4;"l";"Non";"Non"
2022;"03";"ALLIER";"2140022";110.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140040";7008.2;"kg";"Non";"Non"
2022;"03";"ALLIER";"2140042";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140052";5.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140077";55.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140078";729.1;"l";"Non";"Non"
2022;"03";"ALLIER";"2140082";24.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140085";4.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140090";5.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140098";3099.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140099";3445.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140105";185.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140121";483.81;"l";"Oui";"Non"
2022;"03";"ALLIER";"2140124";1.8;"kg";"Non";"Non"
2022;"03";"ALLIER";"2140132";17.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140146";1.4;"kg";"Non";"Non"
2022;"03";"ALLIER";"2140152";25.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140160";230.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140173";261.2;"l";"Non";"Non"
2022;"03";"ALLIER";"2140175";7490.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140177";0.15;"l";"Non";"Non"
2022;"03";"ALLIER";"2140179";72.54;"l";"Non";"Non"
2022;"03";"ALLIER";"2140180";30.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140199";447.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2140207";1434.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140215";0.75;"kg";"Non";"Non"
2022;"03";"ALLIER";"2140252";13.1;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2140254";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140257";8863.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140258";1595.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2140261";7.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2150002";5.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2150012";69.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150018";95.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150019";1059.23;"l";"Non";"Non"
2022;"03";"ALLIER";"2150022";1044.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150026";80.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150028";8882.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2150051";70.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150067";21.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2150078";240.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150084";740.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150104";60.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150125";116.8;"l";"Non";"Non"
2022;"03";"ALLIER";"2150130";70.25;"l";"Non";"Non"
2022;"03";"ALLIER";"2150140";90385.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150245";19.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150267";5.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2150375";35.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150387";30.6;"l";"Non";"Non"
2022;"03";"ALLIER";"2150417";0.35;"l";"Oui";"Non"
2022;"03";"ALLIER";"2150483";3190.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2150484";73.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150489";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150626";20.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150757";35.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150785";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150790";9.85;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2150870";70.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2150964";2680.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2150968";40.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2150969";12.0;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2160064";306.82;"l";"Non";"Non"
2022;"03";"ALLIER";"2160200";95.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160226";9412.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2160248";65.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160260";610.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160272";1.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160326";51.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160384";269.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160387";1520.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160475";25.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2160477";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160479";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160484";85.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160556";17.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160608";37.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160615";14.7;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2160617";6310.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160693";1646.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160723";0.25;"l";"Non";"Non"
2022;"03";"ALLIER";"2160724";235.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160752";85.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160756";30.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160781";170.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160817";30.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160818";35.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160900";25.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160920";235.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160931";7925.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160936";6034.3;"l";"Non";"Non"
2022;"03";"ALLIER";"2160937";1155.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160958";2940.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2160959";6831.7;"l";"Non";"Non"
2022;"03";"ALLIER";"2160962";2.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2160983";30.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2161016";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2161101";3391.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2170035";12.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170059";24.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170085";50.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170158";380.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170208";1287.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170216";1.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170230";2.62;"l";"Non";"Non"
2022;"03";"ALLIER";"2170237";31.8;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170238";12.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170243";28.54;"l";"Oui";"Non"
2022;"03";"ALLIER";"2170263";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170358";20.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170381";5709.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2170412";100.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170421";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170422";200.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170423";340.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170425";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170428";0.1;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170437";27.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170458";3.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170691";31.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170700";3.46;"l";"Non";"Non"
2022;"03";"ALLIER";"2170711";9.09;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170712";24.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170752";13.95;"l";"Non";"Non"
2022;"03";"ALLIER";"2170757";225.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170807";245.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2170933";171.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170978";8.25;"l";"Oui";"Non"
2022;"03";"ALLIER";"2170979";1260.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2170992";68.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2171010";2.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2171054";235.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2171066";10633.08;"l";"Non";"Non"
2022;"03";"ALLIER";"2171067";1.5;"l";"Oui";"Non"
2022;"03";"ALLIER";"2171089";24.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2171119";71.98;"kg";"Non";"Non"
2022;"03";"ALLIER";"2171140";20.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2171141";2685.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2171193";35.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2171200";2.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2171204";0.36;"kg";"Non";"Non"
2022;"03";"ALLIER";"2171250";0.4;"l";"Oui";"Non"
2022;"03";"ALLIER";"2171253";15.92;"l";"Non";"Non"
2022;"03";"ALLIER";"2171312";1.3;"l";"Oui";"Non"
2022;"03";"ALLIER";"2180001";20.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180009";16.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2180039";20.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180088";180.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180122";2.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2180123";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180124";575.3;"l";"Non";"Non"
2022;"03";"ALLIER";"2180233";3296.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180260";11744.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2180318";5.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180334";6.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180369";580.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180380";73.3;"l";"Non";"Non"
2022;"03";"ALLIER";"2180404";40.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180462";480.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2180463";460.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2180474";35.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180619";1590.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180672";230.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180703";16.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180714";3.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180766";0.61;"l";"Non";"Non"
2022;"03";"ALLIER";"2180807";700.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2180865";3.48;"l";"Non";"Non"
2022;"03";"ALLIER";"2180888";0.75;"l";"Oui";"Non"
2022;"03";"ALLIER";"2189993";8.0;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2189996";2.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190016";1510.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190040";190.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190062";1731.25;"l";"Non";"Non"
2022;"03";"ALLIER";"2190088";17.98;"l";"Oui";"Non"
2022;"03";"ALLIER";"2190097";25.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190146";0.9;"kg";"Non";"Non"
2022;"03";"ALLIER";"2190149";125.3;"l";"Non";"Non"
2022;"03";"ALLIER";"2190173";6885.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2190214";1275.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190215";5.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190246";1760.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190268";257.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190311";593.79;"l";"Non";"Non"
2022;"03";"ALLIER";"2190321";65.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190346";0.06;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2190395";909.9;"l";"Non";"Non"
2022;"03";"ALLIER";"2190457";1.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2190467";12.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190484";2.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190499";8.6;"l";"Non";"Non"
2022;"03";"ALLIER";"2190509";3260.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190537";15.0;"kg";"Non";"Non"
2022;"03";"ALLIER";"2190559";245.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190607";7.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190634";705.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190635";100.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190639";5154.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190686";1800.84;"l";"Non";"Non"
2022;"03";"ALLIER";"2190687";999.9;"kg";"Non";"Non"
2022;"03";"ALLIER";"2190722";350.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2190760";164.8;"kg";"Oui";"Non"
2022;"03";"ALLIER";"2190808";0.7;"l";"Oui";"Non"
2022;"03";"ALLIER";"2190811";2.4;"l";"Oui";"Non"
2022;"03";"ALLIER";"2190883";4287.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2190961";5.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200059";11.3;"l";"Oui";"Non"
2022;"03";"ALLIER";"2200063";7728.5;"l";"Non";"Non"
2022;"03";"ALLIER";"2200066";360.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200078";0.17;"l";"Non";"Non"
2022;"03";"ALLIER";"2200215";435.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200273";1340.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200274";0.3;"kg";"Non";"Non"
2022;"03";"ALLIER";"2200299";15.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200304";1.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200317";835.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200333";27.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200519";20.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200532";30.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200736";1.37;"l";"Non";"Non"
2022;"03";"ALLIER";"2200753";2720.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200756";1245.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200839";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200891";400.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200904";140.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2200990";10.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2210011";25.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2210013";180.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2210128";120.0;"l";"Non";"Non"
2022;"03";"ALLIER";"2210138";545.0;"l";"Non";"Non"
