"annee";"code_departement";"departement";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"00";"INDETERMINE";"1030003";746.39;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2120048";795.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120057";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120067";36.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2120075";60.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120092";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120100";90.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2120117";190.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120120";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120132";162.72;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2120143";703.89;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120149";10.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2120153";50.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120159";87.53;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120174";158.0;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2120191";3.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2120199";7360.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2120209";55.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2130049";16.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130061";25.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130063";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130067";8.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130069";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130083";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130088";500.2;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2130108";12.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2130126";5511.5;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2130127";1560.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2130140";190.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130152";48.75;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130153";4050.9299;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2130164";1365.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130175";0.2;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130202";65.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130244";520.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130251";1.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2130258";15.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2130266";25.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2130271";1.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140001";0.05;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2140018";60.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140022";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140037";300.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2140038";54.58;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140051";9551.8902;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140052";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140078";4965.5801;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140085";2.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140098";50.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140099";70.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140104";41.17;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140106";48.0;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2140121";43394.9602;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2140134";1.2;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2140137";250.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2140147";75.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2140165";12.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2140166";2262.6;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2140167";2137.22;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2140168";871.13;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140173";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140175";45.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140179";1311.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140193";449.7;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2140215";174.39;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2140252";16029.9799;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2140257";415.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2140270";31.5;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150007";50.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2150019";13505.05;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150020";0.8;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2150028";1245.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150054";612.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150058";540.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150067";200.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150081";2.24;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150085";25.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150130";4.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150140";1380.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150266";10.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2150417";334.23;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2150451";2.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2150483";60.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2150646";34.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2150742";25.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2150752";340.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150757";65.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150790";17399.73;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2150870";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150891";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2150969";260.85;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2160064";14473.3401;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160115";21002.8601;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2160177";12.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160226";75.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160384";85.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160387";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160400";30.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160409";715.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160417";12.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160423";16.97;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160475";25.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160479";260.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160484";4.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160492";1.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160508";13.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2160527";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160549";25.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2160556";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160608";56.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160615";987.25;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2160617";140.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160659";2.5;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160693";39.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160710";24.44;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160724";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160802";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160824";30.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2160841";10.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160842";4.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2160860";5.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160920";50.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160931";3838.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160936";30.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160937";145.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160959";220.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2160963";0.9;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2161101";1435.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170031";95.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170085";32.45;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170200";30.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170208";21.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2170230";34.86;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170237";3.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2170243";4160.41;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2170263";20.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2170355";155.3;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2170381";495.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170392";20.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2170425";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170457";50.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170458";90.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2170459";6692.4;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170684";450.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170685";1950.28;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2170691";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170700";103.19;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170752";15.03;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170757";170.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170769";30.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2170785";0.19;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2170843";25.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2170917";500.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2170932";0.23;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2170977";524.32;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2170978";379.04;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2170979";38.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2170992";6.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2171054";235.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2171067";952.83;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2171089";12.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2171111";55.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2171119";8.7;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2171141";245.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2171200";25.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2171204";0.48;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2171250";74.85;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2171253";426.79;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2171312";35.22;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2180029";55.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180094";45.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180123";12.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180124";6156.74;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180189";15.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2180196";5.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180233";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180244";109.0;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2180245";35.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180256";8914.0;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2180275";1.72;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2180283";7080.0;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2180289";3.5;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2180319";1611.56;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2180355";60.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2180379";540.5;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180401";4.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180408";12.0;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2180436";197.3;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180463";620.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2180474";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180619";920.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180625";13.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2180633";30.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180651";2.89;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2180694";55.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180735";85.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2180751";35.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180766";8.46;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180807";840.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180834";10.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2180858";53.82;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2180865";58.29;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2180888";315.09;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2189993";2515.25;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2189996";4.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190016";140.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2190040";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190041";25.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190047";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190054";5.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190062";4.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190066";688.1;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2190088";711.49;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2190097";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190149";25.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190173";954.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2190190";101.35;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2190214";125.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190265";25.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2190268";6.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190319";13866.54;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2190334";120.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190346";23.32;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2190395";3.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190499";406.32;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190509";1445.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190549";12.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2190567";33.03;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190607";2.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190634";60.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190639";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190686";315.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190687";237.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2190717";5.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2190722";1720.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2190760";5537.0;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2190808";6302.5;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2190811";1662.45;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2190863";215.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2190874";438.4;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2190883";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2190972";8.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2190975";4.62;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200017";50.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2200059";8673.4401;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2200063";90.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200066";245.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200067";30.9;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2200068";27.75;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"2200078";5.56;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200215";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200296";6.5;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200305";5.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2200389";19.74;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"2200393";20.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2200510";1.0;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"2200518";45.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200526";6114.38;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2200593";410.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2200736";7.34;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200753";100.06;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200756";100.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200839";30.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"2200904";480.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2200905";0.2;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210012";15.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210013";5.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210128";90.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210146";60.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210192";60.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210355";80.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210380";1.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210443";5.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210563";2.8;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2210568";70.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210742";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210743";85.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210840";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210858";75.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210880";2.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2210895";4.5;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"2220146";150.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2220321";5.5;"l";"Non";"Non"
2022;"00";"INDETERMINE";"2220324";60.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"5100219";353.66;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"6200075";105.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"6800403";40.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"7100280";150.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"7400610";0.2;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"7500716";80.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"7700216";375.09;"l";"Non";"Non"
2022;"00";"INDETERMINE";"7700706";280.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"7900200";1.4;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"7900708";205.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"7900753";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8000084";30.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8100345";59.16;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"8100462";207.55;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"8300025";12.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"8300063";300.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8400255";3.8;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"8400528";28.86;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"8400574";206.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8400600";1.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8500174";0.75;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8500351";0.52;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"8500470";3000.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8600063";489.6;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"8600243";100.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8600349";100.23;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"8600395";157.88;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"8700002";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8700107";1318.07;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"8700111";375.13;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"8700196";66.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8700462";4160.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"8800029";270.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8800161";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8800199";3.18;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8800395";80.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8800417";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8800469";28.29;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"8800504";4.5;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8800519";893.6;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"8800841";14.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8900564";27.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8900620";45.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"8900681";20.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"9000069";5.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9000163";1.2;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9000184";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9000222";1828.2;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9000361";174.6;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9000490";1493.68;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9000619";330.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9000741";10.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9100034";180.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9100296";35.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9120616";7.0;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"9200073";1.5;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9200135";75.0;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"9200215";120.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9200380";350.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9200383";4.5;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9200436";60.0;"l";"Non";"Oui"
2022;"00";"INDETERMINE";"9200482";12.13;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9200532";6493.9;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9200548";0.18;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9300241";124.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9300322";50.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9300335";20.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9300487";45.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9300504";12020.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9400008";318.69;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9400039";82.0;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"9400052";37.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9400083";25.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9400085";80.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9400280";12.4;"kg";"Non";"Oui"
2022;"00";"INDETERMINE";"9400336";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9400456";12.0;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"9400463";40.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9400485";14.81;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9420113";27.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9500040";75.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9500135";25.0;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"9500147";2732.6;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"9500152";1160.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9500234";14.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9500302";1319.12;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"9500341";448.37;"kg";"Oui";"Non"
2022;"00";"INDETERMINE";"9500364";6.3;"l";"Oui";"Non"
2022;"00";"INDETERMINE";"9500414";3.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9500432";1.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9500452";105.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9500568";7.01;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9500595";26.0;"l";"Non";"Non"
2022;"00";"INDETERMINE";"9500628";42.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9500629";1.0;"kg";"Non";"Non"
2022;"00";"INDETERMINE";"9500649";624.0;"kg";"Non";"Oui"
