"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"97311";"2100122";"0.3";"kg";"Non";"Non"
2022;"97318";"2000044";"1";"l";"Non";"Non"
2022;"97318";"2080105";"5";"l";"Non";"Non"
2022;"97356";"2060050";"6";"l";"Non";"Non"
