"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"97600";"2150790";"390";"kg";"Oui";"Non"
2022;"97600";"7500716";"300";"kg";"Non";"Non"
2022;"97660";"2080105";"10";"l";"Non";"Non"
2022;"97660";"2110104";"9";"l";"Non";"Non"
2022;"97680";"9800219";"60";"l";"Non";"Non"
