"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"00000";"2130091";"14";"l";"Non";"Non"
2022;"00000";"2130092";"44";"l";"Non";"Non"
2022;"00000";"2130102";"15";"kg";"Non";"Non"
2022;"00000";"2130108";"20";"kg";"Non";"Non"
2022;"00000";"2130115";"579.66";"kg";"Non";"Non"
2022;"00000";"2130125";"120";"kg";"Oui";"Non"
2022;"00000";"2130126";"5733.5";"kg";"Oui";"Non"
2022;"00000";"2130127";"1560";"kg";"Non";"Non"
2022;"00000";"2130129";"1245";"kg";"Non";"Non"
2022;"00000";"2130140";"670";"l";"Non";"Non"
2022;"00000";"2130152";"976.58";"l";"Non";"Non"
2022;"00000";"2130153";"4292.5299";"l";"Oui";"Non"
2022;"00000";"2130158";"22";"kg";"Non";"Non"
2022;"00000";"2130164";"1495";"l";"Non";"Non"
2022;"00000";"2130167";"1";"l";"Non";"Non"
2022;"00000";"2130168";"5";"kg";"Non";"Non"
2022;"00000";"2130175";"18.8";"l";"Non";"Non"
2022;"00000";"2130193";"145";"l";"Non";"Non"
2022;"00000";"2130202";"198.75";"l";"Non";"Non"
2022;"00000";"2130212";"75";"kg";"Non";"Non"
2022;"00000";"2130230";"5";"kg";"Non";"Non"
2022;"00000";"2130242";"70";"l";"Non";"Non"
2022;"00000";"2130244";"525";"l";"Non";"Non"
2022;"00000";"2130249";"30";"l";"Non";"Non"
2022;"00000";"2130251";"1";"l";"Non";"Oui"
2022;"00000";"2130258";"15";"l";"Non";"Oui"
2022;"00000";"2130266";"316";"l";"Non";"Non"
2022;"00000";"2130271";"29";"l";"Non";"Non"
2022;"00000";"2130276";"1";"l";"Non";"Non"
2022;"00000";"2130277";"3060";"kg";"Non";"Non"
2022;"00000";"2140001";"120.55";"kg";"Non";"Non"
2022;"00000";"2140018";"85";"l";"Non";"Non"
2022;"00000";"2140022";"40";"l";"Non";"Non"
2022;"00000";"2140027";"5";"kg";"Non";"Non"
2022;"00000";"2140037";"300";"kg";"Non";"Non"
2022;"00000";"2140038";"66.03";"l";"Non";"Non"
2022;"00000";"2140040";"550";"kg";"Non";"Non"
2022;"00000";"2140043";"0.07";"kg";"Non";"Non"
2022;"00000";"2140044";"19.37";"kg";"Non";"Non"
2022;"00000";"2140051";"9568.4702";"l";"Non";"Non"
2022;"00000";"2140052";"48";"l";"Non";"Non"
2022;"00000";"2140078";"5020.5101";"l";"Non";"Non"
2022;"00000";"2140082";"50";"l";"Non";"Non"
2022;"00000";"2140084";"1505";"l";"Non";"Non"
2022;"00000";"2140085";"149";"l";"Non";"Non"
2022;"00000";"2140090";"144";"l";"Non";"Non"
2022;"00000";"2140094";"1";"l";"Non";"Non"
2022;"00000";"2140098";"275";"l";"Non";"Non"
2022;"00000";"2140099";"75";"l";"Non";"Non"
2022;"00000";"2140104";"77.18";"l";"Non";"Non"
2022;"00000";"2140106";"49.00";"l";"Oui";"Non"
2022;"00000";"2140121";"45060.3802";"l";"Oui";"Non"
2022;"00000";"2140124";"10.5";"kg";"Non";"Non"
2022;"00000";"2140126";"5";"kg";"Non";"Non"
2022;"00000";"2140127";"126.54";"kg";"Non";"Non"
2022;"00000";"2140134";"13.2";"kg";"Non";"Non"
2022;"00000";"2140137";"250";"kg";"Non";"Non"
2022;"00000";"2140146";"3.78";"kg";"Non";"Non"
2022;"00000";"2140147";"882.07";"l";"Non";"Oui"
2022;"00000";"2140152";"10";"l";"Non";"Non"
2022;"00000";"2140156";"45";"l";"Non";"Non"
2022;"00000";"2140165";"12";"kg";"Non";"Oui"
2022;"00000";"2140166";"2274.35";"l";"Oui";"Non"
2022;"00000";"2140167";"2149.47";"l";"Oui";"Non"
2022;"00000";"2140168";"871.22";"l";"Non";"Non"
2022;"00000";"2140173";"241.33";"l";"Non";"Non"
2022;"00000";"2140175";"161.61";"l";"Non";"Non"
2022;"00000";"2140177";"34";"l";"Non";"Non"
2022;"00000";"2140179";"1362.49";"l";"Non";"Non"
2022;"00000";"2140184";"59.71";"kg";"Non";"Non"
2022;"00000";"2140188";"5";"l";"Non";"Non"
2022;"00000";"2140193";"462.7";"l";"Oui";"Non"
2022;"00000";"2140199";"12";"kg";"Non";"Non"
2022;"00000";"2140201";"4";"l";"Non";"Non"
2022;"00000";"2140207";"23";"l";"Non";"Non"
2022;"00000";"2140208";"22.2";"kg";"Non";"Non"
2022;"00000";"2140215";"3790.80";"kg";"Non";"Non"
2022;"00000";"2140238";"10.6";"l";"Non";"Non"
2022;"00000";"2140252";"16226.9599";"kg";"Oui";"Non"
2022;"00000";"2140254";"340";"l";"Non";"Non"
2022;"00000";"2140255";"140";"l";"Non";"Non"
2022;"00000";"2140257";"670";"l";"Non";"Non"
2022;"00000";"2140258";"90";"l";"Non";"Non"
2022;"00000";"2140270";"477.79";"l";"Non";"Non"
2022;"00000";"2150002";"40";"kg";"Non";"Non"
2022;"00000";"2150007";"74";"kg";"Non";"Non"
2022;"00000";"2150008";"119.75";"kg";"Non";"Non"
2022;"00000";"2150009";"35";"kg";"Non";"Non"
2022;"00000";"2150012";"4";"l";"Non";"Non"
2022;"00000";"2150019";"13623.8400";"l";"Non";"Non"
2022;"00000";"2150020";"1.2";"kg";"Non";"Non"
2022;"00000";"2150022";"6";"l";"Non";"Non"
2022;"00000";"2150028";"1680";"l";"Non";"Non"
2022;"00000";"2150054";"612";"l";"Non";"Non"
2022;"00000";"2150058";"550";"l";"Non";"Non"
2022;"00000";"2150067";"10230.23";"l";"Non";"Non"
2022;"00000";"2150074";"236.54";"l";"Non";"Non"
2022;"00000";"2150078";"10";"l";"Non";"Non"
2022;"00000";"2150081";"4.94";"l";"Non";"Non"
2022;"00000";"2150084";"41.4";"l";"Non";"Non"
2022;"00000";"2150085";"25";"l";"Non";"Non"
2022;"00000";"2150086";"9";"l";"Non";"Non"
2022;"00000";"2150104";"460";"l";"Non";"Non"
2022;"00000";"2150105";"1265.61";"kg";"Non";"Non"
2022;"00000";"2150118";"20689.54";"kg";"Non";"Non"
2022;"00000";"2150125";"1.6";"l";"Non";"Non"
2022;"00000";"2150130";"6.4";"l";"Non";"Non"
2022;"00000";"2150140";"13131.43";"l";"Non";"Non"
2022;"00000";"2150245";"5";"l";"Non";"Non"
2022;"00000";"2150248";"120";"l";"Non";"Non"
2022;"00000";"2150266";"10";"l";"Non";"Oui"
2022;"00000";"2150269";"15";"l";"Non";"Non"
2022;"00000";"2150277";"16";"l";"Non";"Non"
2022;"00000";"2150353";"60";"kg";"Non";"Non"
2022;"00000";"2150387";"1062.52";"l";"Non";"Non"
2022;"00000";"2150417";"337.68";"l";"Oui";"Non"
2022;"00000";"2150443";"10";"kg";"Non";"Non"
2022;"00000";"2150451";"2";"l";"Non";"Oui"
2022;"00000";"2150479";"360";"l";"Non";"Non"
2022;"00000";"2150481";"120";"kg";"Non";"Non"
2022;"00000";"2150483";"1600";"kg";"Non";"Non"
2022;"00000";"2150484";"7";"l";"Non";"Non"
2022;"00000";"2150571";"20";"kg";"Non";"Non"
2022;"00000";"2150646";"34";"l";"Non";"Oui"
2022;"00000";"2150742";"25";"l";"Non";"Oui"
2022;"00000";"2150752";"340";"l";"Non";"Non"
2022;"00000";"2150757";"871";"l";"Non";"Non"
2022;"00000";"2150785";"70";"l";"Non";"Non"
2022;"00000";"2150790";"17696.73";"kg";"Oui";"Non"
2022;"00000";"2150847";"5";"kg";"Non";"Non"
2022;"00000";"2150870";"10";"l";"Non";"Non"
2022;"00000";"2150891";"10";"l";"Non";"Non"
2022;"00000";"2150914";"840";"kg";"Non";"Non"
2022;"00000";"2150964";"3770";"kg";"Non";"Non"
2022;"00000";"2150968";"6220";"kg";"Non";"Non"
2022;"00000";"2150969";"271.90";"kg";"Oui";"Non"
2022;"00000";"2160008";"72";"l";"Non";"Non"
2022;"00000";"2160016";"91.27";"kg";"Non";"Non"
2022;"00000";"2160064";"14478.9301";"l";"Non";"Non"
2022;"00000";"2160114";"16";"l";"Non";"Non"
2022;"00000";"2160115";"21529.4601";"l";"Oui";"Non"
2022;"00000";"2160177";"12";"l";"Non";"Non"
2022;"00000";"2160226";"936";"kg";"Non";"Non"
2022;"00000";"2160248";"20";"l";"Non";"Non"
