annee,amm,substance,cas,quantite_substance,classification,classification_mention,achat_etranger
2022,2110045,abamectine,71751-41-2,0.18,CMR,,Oui
2022,2110049,prothioconazole,178928-70-6,2.5,Env A,,Non
2022,2110049,tebuconazole,107534-96-3,2.5,CMR,,Non
2022,2110050,prothioconazole,178928-70-6,346.875,Env A,,Non
2022,2110050,tebuconazole,107534-96-3,346.875,CMR,,Non
2022,2110054,indoxacarbe,173584-44-6,40.2,Santé A,,Oui
2022,2110055,metarhizium brunneum souche ma 43,,,Autre,,Non
2022,2110056,acide pelargonique,112-05-0,4420.8693,Autre,,Non
2022,2110059,bicarbonate de potassium,298-14-6,157562.689245,Autre,,Oui
2022,2110063,clopyralid,1702-17-6,7605.6192,Autre,,Non
2022,2110068,glyphosate,1071-83-6,21.6,Env A,,Non
2022,2110072,thifensulfuron-methyle,79277-27-3,1346.56,Env A,,Non
2022,2110072,tribenuron-methyle,101200-48-0,673.28,Env A,,Non
2022,2110073,indoxacarbe,173584-44-6,6516.225,Santé A,,Oui
2022,2110074,"e8,e10-dodecadiene-1-ol",33956-49-9,0.21,Env A,,Non
2022,2110076,fludioxonil,131341-86-1,2995.063,Env A,,Non
2022,2110077,cloquintocet-mexyl,99607-70-2,1235.82243,Autre,,Non
2022,2110077,fenoxaprop-p-ethyl,71283-80-2,2471.64486,Env A,,Non
2022,2110079,aureobasidium pullulans souche dsm 14940,67891-88-7,53.25,Autre,,Non
2022,2110082,diflufenicanil,83164-33-4,957.636,Env B,,Non
2022,2110082,metsulfuron-methyl,74223-64-6,95.7636,Env A,Substitution,Non
2022,2110083,cuivre du sulfate tribasique,12527-76-3,0.027669,Env A,Substitution,Non
2022,2110083,pyrethrines,8003-34-7,0.008139,Env A,,Non
2022,2110083,soufre,7704-34-9,0.1953,Autre,,Non
2022,2110084,butoxyde de piperonyle,51-03-6,0.05499,Autre,,Non
2022,2110084,pyrethrines,8003-34-7,0.007638,Env A,,Non
2022,2110086,spirotetramat,203313-25-1,17352.72,CMR,,Oui
2022,2110090,azoxystrobine,131860-33-8,7099.55,Santé A,,Oui
2022,2110092,thifensulfuron-methyle,79277-27-3,606.86,Env A,,Non
2022,2110092,tribenuron-methyle,101200-48-0,606.86,Env A,,Non
2022,2110095,cloquintocet-mexyl,99607-70-2,859.503379,Autre,,Non
2022,2110095,florasulame,145701-23-1,382.0015,Env A,,Non
2022,2110095,pinoxaden,243973-20-8,3438.0135,CMR,,Non
2022,2110096,chlorothalonil,1897-45-6,202.0,CMR,,Non
2022,2110099,metsulfuron-methyl,74223-64-6,2.5,Env A,Substitution,Non
2022,2110101,pyraflufen-ethyl,129630-19-9,3032.68818,Env A,,Oui
2022,2110102,difenoconazole,119446-68-3,27184.581566,Env A,,Oui
2022,2110102,fludioxonil,131341-86-1,27184.581566,Env A,,Oui
2022,2110102,sedaxane,874967-67-6,54369.16111,CMR,,Oui
2022,2110103,tribenuron-methyle,101200-48-0,3748.9875,Env A,,Non
2022,2110104,clopyralid,1702-17-6,13869.0704,Autre,,Non
2022,2110104,florasulame,145701-23-1,433.40845,Env A,,Non
2022,2110104,fluroxypyr-meptyl,81406-37-3,24964.32672,Env A,,Non
2022,2110105,azoxystrobine,131860-33-8,357.75,Santé A,,Non
2022,2110108,difenoconazole,119446-68-3,132.275,Env A,,Non
2022,2110108,propiconazole,60207-90-1,132.275,CMR,Exclusion,Non
2022,2110109,cyprosulfamide,221667-31-8,31.7196,Autre,,Non
2022,2110109,isoxaflutole,141112-29-0,48.06,CMR,,Non
2022,2110109,thiencarbazone-methyl,317815-83-1,19.224,Env A,,Non
2022,2110110,thiencarbazone-methyl,317815-83-1,4.5,Env A,,Non
2022,2110111,cyprosulfamide,221667-31-8,7777.60104,Autre,,Non
2022,2110111,isoxaflutole,141112-29-0,7777.60104,CMR,,Non
2022,2110112,nicosulfuron,111991-09-4,1.2,Env A,,Non
2022,2110115,cypermethrine,52315-07-8,3304.391,Env A,,Oui
2022,2110118,penoxsulame,219714-96-2,2.1,Env A,,Non
2022,2110120,poivre,,0.8865,Autre,,Non
2022,2110121,thiaclopride,111988-49-9,125.852,CMR,Exclusion,Non
2022,2110124,penoxsulame,219714-96-2,0.02,Env A,,Oui
2022,2110128,propyzamide,23950-58-5,584.0,CMR,Substitution,Non
2022,2110140,diflufenicanil,83164-33-4,3433.6,Env B,,Non
2022,2110140,flufenacet,142459-58-3,6867.2,Env A,,Non
2022,2110141,dimethomorphe,110488-70-5,10588.0788,Env A,Exclusion,Oui
2022,2110141,pyraclostrobine,175013-18-0,5882.266,Santé A,,Oui
2022,2110142,clopyralid,1702-17-6,43.8,Autre,,Oui
2022,2110143,metribuzine,21087-64-9,12351.54,Env A,,Oui
2022,2110144,fluxapyroxad,907204-31-3,4088.116875,Santé A,,Non
2022,2110145,gamma-cyhalothrine,76703-62-3,0.06,Santé A,,Non
2022,2110146,"2,4-d",94-75-7,1.395,Env B,,Oui
2022,2110146,triclopyr,55335-06-3,1.554,Env B,,Oui
2022,2110147,fludioxonil,131341-86-1,17904.38,Env A,,Oui
2022,2110148,bixafen,581809-46-3,2893.1875,Env A,,Non
2022,2110149,huile de colza,8002-13-9,488.569852,Autre,,Oui
2022,2110150,huile de colza,8002-13-9,8255.02601,Autre,,Oui
2022,2110151,clodinafop-propargyl,105512-06-9,16844.9937,Env A,,Non
2022,2110151,cloquintocet-mexyl,99607-70-2,4211.248425,Autre,,Non
2022,2110151,prosulfocarbe,52888-80-9,1347599.496,Env A,,Non
2022,2110152,cypermethrine,52315-07-8,1027.84,Env A,,Non
2022,2110153,chlormequat chlorure,999-81-5,1294.5,Autre,,Non
2022,2110153,ethephon,16672-87-0,647.25,Santé A,,Non
2022,2110154,"2,4-mcpa",94-74-6,9295.9672,Env A,,Non
2022,2110154,dicamba,1918-00-9,820.2324,Env B,,Non
2022,2110159,triticonazole,131983-72-7,0.009,Env A,,Non
2022,2110161,glyphosate,1071-83-6,77.4,Env A,,Non
2022,2110162,azoxystrobine,131860-33-8,35637.7025,Santé A,,Non
2022,2110165,tebuconazole,107534-96-3,126.25,CMR,,Non
2022,2110166,tebuconazole,107534-96-3,0.25,CMR,,Non
2022,2110167,tebuconazole,107534-96-3,103649.1823,CMR,,Oui
2022,2110168,tebuconazole,107534-96-3,762.82,CMR,,Non
2022,2110170,epoxiconazole,133855-98-8,1.25,CMR,Exclusion,Non
2022,2110170,fluxapyroxad,907204-31-3,1.25,Santé A,,Non
2022,2110173,cuivre de l'oxychlorure de cuivre,1332-65-6,8439.59097,Santé A,Substitution,Non
2022,2110173,mandipropamide,374726-62-2,1512.4715,Env A,,Non
2022,2110174,"2,4-mcpa",94-74-6,117.3,Env A,,Non
2022,2110174,dicamba,1918-00-9,10.35,Env B,,Non
2022,2110177,chlorothalonil,1897-45-6,0.9,CMR,,Non
2022,2110177,cyproconazole,94361-06-5,0.12,CMR,Exclusion,Non
2022,2110177,propiconazole,60207-90-1,0.15,CMR,Exclusion,Non
2022,2110178,bixafen,581809-46-3,1006.275,Env A,,Non
2022,2110178,prothioconazole,178928-70-6,2012.55,Env A,,Non
2022,2110179,(z)-8-dodecenol,40642-40-8,6.4109,Env A,,Non
2022,2110179,1-dodecanol,112-53-8,301.3123,Env A,,Non
2022,2110179,1-tetradecanol,112-72-1,54.49265,Env A,,Non
2022,2110179,acetate de e-8-dodecenyle,38363-29-0,35.25995,Autre,,Non
2022,2110179,acetate de z-8-dodecenyle,28079-04-1,679.5554,Autre,,Non
2022,2110179,"e8,e10-dodecadiene-1-ol",33956-49-9,1846.3392,Env A,,Non
2022,2110180,cuivre de l'oxyde cuivreux,1317-39-1,1300.77,Env A,Substitution,Oui
2022,2110181,bixafen,581809-46-3,200.7,Env A,,Non
2022,2110181,prothioconazole,178928-70-6,267.6,Env A,,Non
2022,2110181,tebuconazole,107534-96-3,267.6,CMR,,Non
2022,2110188,chlorprophame,101-21-3,0.354,CMR,,Non
2022,2110191,difenoconazole,119446-68-3,13902.9,Env A,,Non
2022,2110191,tebuconazole,107534-96-3,34757.25,CMR,,Non
2022,2110192,metsulfuron-methyl,74223-64-6,1016.902,Env A,Substitution,Non
2022,2110194,boscalid,188425-85-6,1.4,Env A,,Non
2022,2110194,epoxiconazole,133855-98-8,0.5,CMR,Exclusion,Non
2022,2110195,farine de sang,,212.574,Autre,,Non
2022,2110196,bicarbonate de potassium,298-14-6,396.4485,Autre,,Oui
2022,2110197,spiroxamine,118134-30-8,11374.6,CMR,,Oui
2022,2110198,glyphosate,1071-83-6,7.2,Env A,,Non
2022,2110199,glyphosate,1071-83-6,10.8,Env A,,Non
2022,2110200,ethephon,16672-87-0,887.52,Santé A,,Non
2022,2110201,boscalid,188425-85-6,5.6336,Env A,,Non
2022,2110201,epoxiconazole,133855-98-8,2.012,CMR,Exclusion,Non
2022,2110201,pyraclostrobine,175013-18-0,2.4144,Santé A,,Non
2022,2110202,metribuzine,21087-64-9,7380.808,Env A,,Oui
2022,2110202,prosulfocarbe,52888-80-9,73808.08,Env A,,Oui
2022,2110203,emamectine benzoate,155569-91-8,26.4385,Santé A,,Non
2022,2120007,indoxacarbe,173584-44-6,0.9,Santé A,,Non
2022,2120018,glyphosate,1071-83-6,28.032,Env A,,Non
2022,2120028,napropamide,15299-99-7,9.0,Env A,,Non
2022,2120029,linuron,330-55-2,310.5,CMR,Exclusion,Non
2022,2120030,(z)-9-dodecenylacetate,16974-11-1,845.51985,Env A,,Non
2022,2120030,"e7,z9-dodecadienylacetate",54364-62-4,845.51985,Env A,,Non
2022,2120032,decane-1-ol,112-30-1,9411.9,Env A,,Non
2022,2120034,glyphosate,1071-83-6,664.8,Env A,,Non
2022,2120035,glyphosate,1071-83-6,6.72,Env A,,Non
2022,2120041,zirame,137-30-4,42627.509274,Santé A,,Oui
2022,2120042,poivre,,3.6,Autre,,Non
2022,2120048,aminopyralid,150114-71-9,6150.2451,Env A,,Oui
2022,2120048,triclopyr,55335-06-3,49201.9608,Env B,,Oui
2022,2120049,clodinafop-propargyl,105512-06-9,308.64,Env A,,Non
2022,2120049,cloquintocet-mexyl,99607-70-2,77.16,Autre,,Non
2022,2120050,aminopyralid,150114-71-9,0.048,Env A,,Non
2022,2120050,triclopyr,55335-06-3,0.48,Env B,,Non
2022,2120051,aminopyralid,150114-71-9,301.68,Env A,,Non
2022,2120051,triclopyr,55335-06-3,3016.8,Env B,,Non
2022,2120057,graisse de mouton,,765.44,Autre,,Non
2022,2120058,decane-1-ol,112-30-1,502.46,Env A,,Non
2022,2120059,propyzamide,23950-58-5,852.0,CMR,Substitution,Non
2022,2120060,propyzamide,23950-58-5,1160.0,CMR,Substitution,Non
2022,2120063,fluopicolide,239110-15-7,0.1,Env A,,Non
2022,2120063,propamocarbe,24579-73-5,1.0,Autre,,Non
2022,2120065,prothioconazole,178928-70-6,156.0,Env A,,Non
2022,2120065,spiroxamine,118134-30-8,292.5,CMR,,Non
2022,2120066,dichlorprop-p,15165-67-0,36925.128,Autre,,Non
2022,2120066,picolinafen,137641-05-5,1230.8376,Env A,,Non
2022,2120067,cymoxanil,57966-95-7,12430.197,CMR,,Oui
2022,2120070,prothioconazole,178928-70-6,22488.584,Env A,,Oui
2022,2120070,tebuconazole,107534-96-3,11244.292,CMR,,Oui
2022,2120071,lambda-cyhalothrine,91465-08-6,0.0255,Santé A,Substitution,Non
2022,2120074,forchlorfenuron,68157-60-8,4.16,CMR,,Non
2022,2120075,dimethenamide-p (dmta-p),163515-14-8,88786.516,Env A,,Oui
2022,2120075,metazachlore,67129-08-2,88786.516,CMR,,Oui
2022,2120075,quinmerac,90717-03-6,44393.258,Env A,,Oui
2022,2120081,"cydia pomonella granulovirus, isolat r5 (cpgv-r5)",,,Autre,,Non
2022,2120082,aureobasidium pullulans souche dsm 14940,67891-88-7,20.55,Autre,,Non
2022,2120086,chlorpyriphos-methyl,5598-13-0,19.125,Env A,,Non
2022,2120087,spinetoram,935545-74-7,1445.3125,CMR,,Oui
2022,2120088,fosetyl-aluminium,39148-24-8,40.0,Autre,,Non
2022,2120089,"2,4-mcpa",94-74-6,2189.76,Env A,,Non
2022,2120089,diflufenicanil,83164-33-4,547.44,Env B,,Non
2022,2120089,glyphosate,1071-83-6,4379.52,Env A,,Non
2022,2120091,diflufenicanil,83164-33-4,9.9,Env B,,Non
2022,2120091,metsulfuron-methyl,74223-64-6,0.99,Env A,Substitution,Non
2022,2120092,ametoctradine,865318-97-4,18606.492,Env A,,Oui
2022,2120092,dimethomorphe,110488-70-5,13954.869,Env A,Exclusion,Oui
2022,2120093,epoxiconazole,133855-98-8,7.75,CMR,Exclusion,Non
2022,2120094,propaquizafop,111479-05-1,35.0,Env A,,Non
2022,2120096,trifloxystrobine,141517-21-7,91.75,Env A,,Non
2022,2120098,emamectine benzoate,155569-91-8,28.975,Santé A,,Non
2022,2120100,emamectine benzoate,155569-91-8,18.81,Santé A,,Oui
2022,2120105,(z)-8-dodecenol,40642-40-8,0.097,Env A,,Oui
2022,2120105,acetate de e-8-dodecenyle,38363-29-0,0.553,Autre,,Oui
2022,2120105,acetate de z-8-dodecenyle,28079-04-1,8.575,Autre,,Oui
2022,2120107,penoxsulame,219714-96-2,3.8,Env A,,Oui
2022,2120117,"2,4-d",94-75-7,1023.12,Env B,,Non
2022,2120117,triclopyr,55335-06-3,1141.308,Env B,,Non
2022,2120119,fluopicolide,239110-15-7,32.5,Env A,,Non
2022,2120119,propamocarbe,24579-73-5,325.0,Autre,,Non
2022,2120120,bentazone,25057-89-0,39907.9632,Env B,,Oui
2022,2120120,imazamox,114311-32-9,1862.371216,Env A,Substitution,Oui
2022,2120122,bixafen,581809-46-3,80.625,Env A,,Non
2022,2120122,prothioconazole,178928-70-6,161.25,Env A,,Non
2022,2120123,captane,133-06-2,332.0,CMR,,Non
2022,2120124,(z)-9-dodecenylacetate,16974-11-1,13.23,Env A,,Non
2022,2120124,"e7,z9-dodecadienylacetate",54364-62-4,13.23,Env A,,Non
2022,2120129,lambda-cyhalothrine,91465-08-6,0.0009,Santé A,Substitution,Non
2022,2120130,(z)-8-dodecenol,40642-40-8,29.7957,Env A,,Non
2022,2120130,acetate de e-8-dodecenyle,38363-29-0,178.7742,Autre,,Non
2022,2120130,acetate de z-8-dodecenyle,28079-04-1,2771.0001,Autre,,Non
2022,2120131,metsulfuron-methyl,74223-64-6,195.19,Env A,Substitution,Non
2022,2120131,tribenuron-methyle,101200-48-0,195.19,Env A,,Non
2022,2120132,dimethomorphe,110488-70-5,15909.3585,Env A,Exclusion,Oui
2022,2120132,metirame,9006-42-2,77779.086,Env A,,Oui
2022,2120133,fluroxypyr,69377-81-7,0.0054,Env B,,Non
2022,2120133,triclopyr,55335-06-3,0.0162,Env B,,Non
2022,2120135,mandipropamide,374726-62-2,1137.5,Env A,,Non
2022,2120140,dimethomorphe,110488-70-5,37.8,Env A,Exclusion,Non
2022,2120140,mancozebe,8018-01-7,252.0,CMR,Exclusion,Non
2022,2120142,emamectine benzoate,155569-91-8,3.263155,Santé A,,Non
2022,2120143,glyphosate,1071-83-6,691697.414496,Env A,,Non
2022,2120144,bixafen,581809-46-3,17.625,Env A,,Non
2022,2120144,prothioconazole,178928-70-6,35.25,Env A,,Non
2022,2120145,cloquintocet-mexyl,99607-70-2,2.77125,Autre,,Non
2022,2120145,pyroxsulame,422556-08-9,2.77125,Env A,,Non
2022,2120146,prothioconazole,178928-70-6,163.5,Env A,,Non
2022,2120149,cymoxanil,57966-95-7,713.025,CMR,,Oui
2022,2120151,tebuconazole,107534-96-3,10.0,CMR,,Non
2022,2120153,propyzamide,23950-58-5,316065.9,CMR,Substitution,Non
2022,2120154,propyzamide,23950-58-5,256.0,CMR,Substitution,Non
2022,2120155,"2,4-mcpa",94-74-6,0.411,Env A,,Non
2022,2120155,diflufenicanil,83164-33-4,0.10275,Env B,,Non
2022,2120155,glyphosate,1071-83-6,0.822,Env A,,Non
2022,2120157,acide pelargonique,112-05-0,0.051,Autre,,Non
2022,2120157,glyphosate,1071-83-6,0.018,Env A,,Non
2022,2120158,kaolin,1332-58-7,80091.0,Autre,,Non
2022,2120159,thirame,137-26-8,120.35652,Env A,,Non
2022,2120160,bentazone,25057-89-0,36844.2864,Env B,,Non
2022,2120164,bentazone,25057-89-0,681.21,Env B,,Non
2022,2120167,boscalid,188425-85-6,34.2,Env A,,Non
2022,2120167,kresoxim-methyl,143390-89-0,17.1,CMR,,Non
2022,2120168,soufre,7704-34-9,205417.075,Autre,,Oui
2022,2120171,fosetyl-aluminium,39148-24-8,2572.8,Autre,,Non
2022,2120173,kaolin,1332-58-7,7.92,Autre,,Non
2022,2120174,acide pelargonique,112-05-0,29.6853,Autre,,Non
2022,2120174,hydrazide maleique,123-33-1,4.77,Autre,,Non
2022,2120176,phlebiopsis gigantea souche vra 1835,,,Autre,,Non
2022,2120177,clonostachys rosea j1446 (anciennement gliocladium catenulatum),,,Autre,,Non
2022,2120179,folpel,133-07-3,68173.65,CMR,,Oui
2022,2120179,fosetyl-aluminium,39148-24-8,136347.3,Autre,,Oui
2022,2120185,fosetyl-aluminium,39148-24-8,777.6,Autre,,Non
2022,2120188,iodosulfuron-methyl-sodium,144550-36-7,0.216,Env A,,Non
2022,2120188,mefenpyr-diethyl,135590-91-9,3.24,Autre,,Non
2022,2120188,mesosulfuron-methyl,208465-21-8,1.08,Env A,,Non
2022,2120189,fluopicolide,239110-15-7,1217.916864,Env A,,Non
2022,2120189,fosetyl-aluminium,39148-24-8,18287.954352,Autre,,Non
2022,2120191,trifloxystrobine,141517-21-7,24.0,Env A,,Oui
2022,2120193,glyphosate,1071-83-6,1899.0,Env A,,Non
2022,2120194,metsulfuron-methyl,74223-64-6,1.9,Env A,Substitution,Oui
2022,2120199,hydrazide maleique,123-33-1,135307.8,Autre,,Oui
2022,2120200,abamectine,71751-41-2,0.918,CMR,,Non
2022,2120203,mandipropamide,374726-62-2,630.0,Env A,,Non
2022,2120205,epoxiconazole,133855-98-8,21.632,CMR,Exclusion,Non
2022,2120205,fluxapyroxad,907204-31-3,21.632,Santé A,,Non
2022,2120205,pyraclostrobine,175013-18-0,34.632,Santé A,,Non
2022,2120206,boscalid,188425-85-6,3010.14245,Env A,,Non
2022,2120206,metconazole,125116-23-6,1357.959,CMR,,Non
2022,2120209,cymoxanil,57966-95-7,6675.0,CMR,,Oui
2022,2120209,fluazinam,79622-59-6,10012.5,CMR,,Oui
2022,2120210,dicamba,1918-00-9,1485.12,Env B,,Non
2022,2120212,kresoxim-methyl,143390-89-0,15.4,CMR,,Oui
2022,2120213,deltamethrine,52918-63-5,0.000245,Santé A,,Non
2022,2120213,tebuconazole,107534-96-3,0.0049,CMR,,Non
2022,2120214,chlorantraniliprole,500008-45-7,1.6,Env A,,Non
2022,2120214,thiamethoxam,153719-23-4,1.6,Env A,,Non
2022,2120216,alphamethrine,67375-30-8,1.0,Santé A,Substitution,Non
2022,2120219,tebuconazole,107534-96-3,154.49,CMR,,Non
2022,2120219,trifloxystrobine,141517-21-7,77.245,Env A,,Non
2022,2130002,abamectine,71751-41-2,2.25,CMR,,Oui
2022,2130013,clomazone,81777-89-1,111.24,Env A,,Oui
2022,2130017,bixafen,581809-46-3,1.125,Env A,,Non
2022,2130017,prothioconazole,178928-70-6,2.25,Env A,,Non
2022,2130021,propyzamide,23950-58-5,2.8,CMR,Substitution,Non
2022,2130023,captane,133-06-2,440.0,CMR,,Oui
2022,2130026,bixafen,581809-46-3,7.5,Env A,,Non
2022,2130026,prothioconazole,178928-70-6,15.0,Env A,,Non
2022,2130031,ametoctradine,865318-97-4,1475.4,Env A,,Oui
2022,2130031,metirame,9006-42-2,5409.8,Env A,,Oui
2022,2130033,clopyralid,1702-17-6,1.3,Autre,,Non
2022,2130034,folpel,133-07-3,184.0,CMR,,Non
2022,2130038,tau-fluvalinate,102851-06-9,1216.8,Env A,,Oui
2022,2130043,iprodione,36734-19-7,5.0,CMR,,Non
2022,2130049,cyflufenamid,180409-60-3,5699.4729,Env A,,Oui
2022,2130049,difenoconazole,119446-68-3,11398.9458,Env A,,Oui
2022,2130050,cyprodinyl,121552-61-2,32.625,Env A,,Oui
2022,2130050,fludioxonil,131341-86-1,21.75,Env A,,Oui
2022,2130059,lambda-cyhalothrine,91465-08-6,10298.96,Santé A,Substitution,Oui
2022,2130061,metconazole,125116-23-6,4923.354,CMR,,Non
2022,2130063,nicosulfuron,111991-09-4,10931.5724,Env A,,Non
2022,2130064,(z)-9-dodecenylacetate,16974-11-1,5.90625,Env A,,Non
2022,2130064,"e7,z9-dodecadienylacetate",54364-62-4,5.90625,Env A,,Non
2022,2130066,dicamba,1918-00-9,947.625,Env B,,Non
2022,2130067,cyflufenamid,180409-60-3,1759.9405,Env A,,Oui
2022,2130068,diflufenicanil,83164-33-4,77059.18,Env B,,Oui
2022,2130069,diflufenicanil,83164-33-4,48766.06,Env B,,Oui
2022,2130071,6-benzyladenine,1214-39-7,67.0,CMR,,Non
2022,2130075,metaldehyde,108-62-3,2806.548,CMR,,Oui
2022,2130079,cyflufenamid,180409-60-3,66.76,Env A,,Non
2022,2130081,metaldehyde,108-62-3,1917.968,CMR,,Non
2022,2130083,lambda-cyhalothrine,91465-08-6,18089.632,Santé A,Substitution,Oui
2022,2130084,metaldehyde,108-62-3,26.08,CMR,,Non
2022,2130085,metaldehyde,108-62-3,110.112,CMR,,Non
2022,2130086,metaldehyde,108-62-3,16450.41525,CMR,,Non
2022,2130087,metaldehyde,108-62-3,10.4,CMR,,Non
2022,2130088,metaldehyde,108-62-3,41.8325,CMR,,Non
2022,2130089,trichoderma asperellum tv1,,0.518,Autre,,Non
2022,2130091,diflufenicanil,83164-33-4,17329.51,Env B,,Non
2022,2130092,spiromesifen,283594-90-1,371.5224,Autre,,Non
2022,2130093,diflufenicanil,83164-33-4,0.004608,Env B,,Non
2022,2130093,glyphosate,1071-83-6,0.0288,Env A,,Non
2022,2130101,mesotrione,104206-82-8,37.0,CMR,,Non
2022,2130102,ametoctradine,865318-97-4,1580.22,Env A,,Non
2022,2130102,metirame,9006-42-2,5794.14,Env A,,Non
2022,2130104,acetamipride,135410-20-7,1.6,Env B,,Oui
2022,2130105,metaldehyde,108-62-3,5.952,CMR,,Non
2022,2130106,metaldehyde,108-62-3,0.096,CMR,,Non
2022,2130108,"e7,z9-dodecadienylacetate",54364-62-4,363.6596,Env A,,Non
2022,2130109,(z)-9-dodecenylacetate,16974-11-1,18.24,Env A,,Non
2022,2130109,"e7,z9-dodecadienylacetate",54364-62-4,18.24,Env A,,Non
2022,2130112,deltamethrine,52918-63-5,3.398136,Santé A,,Non
2022,2130112,hydrolysat de proteines,,570.886264,Autre,,Non
2022,2130114,deltamethrine,52918-63-5,0.051,Santé A,,Oui
2022,2130115,deltamethrine,52918-63-5,5.102032,Santé A,,Non
2022,2130117,forchlorfenuron,68157-60-8,0.1,CMR,,Oui
2022,2130119,flufenacet,142459-58-3,14.4,Env A,,Non
2022,2130119,pendimethaline,40487-42-1,72.0,Env A,Substitution,Non
2022,2130122,carfentrazone ethyl,128639-02-1,29.1,Env A,,Non
2022,2130124,dodine,2439-10-3,156.0,Env A,,Non
2022,2130125,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,,Autre,,Non
2022,2130126,fer sous forme de sulfate de fer,7720-78-7,11428.6886,Autre,,Oui
2022,2130127,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,918.68,Autre,,Non
2022,2130129,kieselguhr,,7286.4,Autre,,Non
2022,2130132,difenoconazole,119446-68-3,412.5,Env A,,Non
2022,2130136,boscalid,188425-85-6,208.908,Env A,,Non
2022,2130136,pyraclostrobine,175013-18-0,106.112,Santé A,,Non
2022,2130140,diflufenicanil,83164-33-4,30879.312396,Env B,,Non
2022,2130140,pendimethaline,40487-42-1,308793.12396,Env A,Substitution,Non
2022,2130142,cloquintocet-mexyl,99607-70-2,89.5875,Autre,,Oui
2022,2130142,pyroxsulame,422556-08-9,89.5875,Env A,,Oui
2022,2130143,fosetyl-aluminium,39148-24-8,1324.8,Autre,,Non
2022,2130147,cyprosulfamide,221667-31-8,0.33,Autre,,Non
2022,2130147,isoxaflutole,141112-29-0,0.5,CMR,,Non
2022,2130147,thiencarbazone-methyl,317815-83-1,0.2,Env A,,Non
2022,2130148,cymoxanil,57966-95-7,9.0,CMR,,Non
2022,2130151,hydrazide maleique,123-33-1,0.564,Autre,,Non
2022,2130152,fluopyram,658066-35-4,24480.435,Env A,,Oui
2022,2130152,trifloxystrobine,141517-21-7,24480.435,Env A,,Oui
2022,2130153,acide acetique,64-19-7,921.699594,Autre,,Oui
2022,2130155,mesotrione,104206-82-8,1.0,CMR,,Non
2022,2130158,pyrimicarbe,23103-98-2,914.5,CMR,,Oui
2022,2130160,clomazone,81777-89-1,194.04,Env A,,Non
2022,2130164,cyprosulfamide,221667-31-8,4331.16495,Autre,,Oui
2022,2130164,foramsulfuron,173159-57-4,8662.3299,CMR,,Oui
2022,2130164,thiencarbazone-methyl,317815-83-1,2887.4433,Env A,,Oui
2022,2130167,cyflufenamid,180409-60-3,131.34,Env A,,Non
2022,2130167,difenoconazole,119446-68-3,262.68,Env A,,Non
2022,2130168,dimethomorphe,110488-70-5,1070.55,Env A,Exclusion,Non
2022,2130168,metirame,9006-42-2,5233.8,Env A,,Non
2022,2130175,cydia pomonella granulovirus,,,Autre,,Non
2022,2130187,dimethenamide-p (dmta-p),163515-14-8,2516.0,Env A,,Non
2022,2130187,metazachlore,67129-08-2,2516.0,CMR,,Non
2022,2130187,quinmerac,90717-03-6,1258.0,Env A,,Non
2022,2130188,prothioconazole,178928-70-6,34.4,Env A,,Non
2022,2130188,spiroxamine,118134-30-8,64.5,CMR,,Non
2022,2130192,penoxsulame,219714-96-2,3.6,Env A,,Non
2022,2130193,diflufenicanil,83164-33-4,6087.2,Env B,,Non
2022,2130193,flufenacet,142459-58-3,12174.4,Env A,,Non
2022,2130194,clomazone,81777-89-1,197.64,Env A,,Non
2022,2130195,flufenacet,142459-58-3,1257.9,Env A,,Non
2022,2130195,pendimethaline,40487-42-1,6289.5,Env A,Substitution,Non
2022,2130198,bixafen,581809-46-3,1.125,Env A,,Non
2022,2130198,prothioconazole,178928-70-6,1.5,Env A,,Non
2022,2130198,tebuconazole,107534-96-3,1.5,CMR,,Non
2022,2130200,fluopyram,658066-35-4,1398.0,Env A,,Non
2022,2130201,fosetyl-aluminium,39148-24-8,128.0,Autre,,Oui
2022,2130202,fluopyram,658066-35-4,49834.74375,Env A,,Non
2022,2130202,prothioconazole,178928-70-6,49834.74375,Env A,,Non
2022,2130203,pyriproxyfene,95737-68-1,41.3,Env A,,Oui
2022,2130212,phosmet,732-11-6,14775.575,CMR,,Oui
2022,2130215,pendimethaline,40487-42-1,2393.3,Env A,Substitution,Oui
2022,2130221,propyzamide,23950-58-5,8.0,CMR,Substitution,Non
2022,2130230,trifloxystrobine,141517-21-7,278.75,Env A,,Non
2022,2130236,cyprodinyl,121552-61-2,9.375,Env A,,Non
2022,2130236,fludioxonil,131341-86-1,6.25,Env A,,Non
2022,2130242,chlorotoluron,15545-48-9,93456.71994,CMR,,Non
2022,2130242,diflufenicanil,83164-33-4,6230.447996,Env B,,Non
2022,2130243,cyprodinyl,121552-61-2,4.5,Env A,,Non
2022,2130244,difenoconazole,119446-68-3,21607.62,Env A,,Oui
2022,2130244,mandipropamide,374726-62-2,21607.62,Env A,,Oui
2022,2130247,trinexapac-ethyl,95266-40-3,3624.425,Env A,,Oui
2022,2130248,flufenacet,142459-58-3,62.4,Env A,,Non
2022,2130248,pendimethaline,40487-42-1,312.0,Env A,Substitution,Non
2022,2130249,pendimethaline,40487-42-1,125500.7,Env A,Substitution,Non
