annee,amm,substance,cas,quantite_substance,classification,classification_mention,achat_etranger
2022,2210165,lambda-cyhalothrine,91465-08-6,188.608,Santé A,Substitution,Non
2022,2210166,prothioconazole,178928-70-6,211.25,Env A,,Non
2022,2210192,prosulfocarbe,52888-80-9,979862.2,Env A,,Non
2022,2210203,s-metolachlore,87392-12-9,768.0,Env A,,Non
2022,2210219,prosulfocarbe,52888-80-9,174118.24,Env A,,Non
2022,2210232,ethofumesate,26225-79-6,14.25,Env A,,Non
2022,2210232,phenmediphame,13684-63-4,15.0,Env A,,Non
2022,2210244,sels de potassium d'acides gras (c8-c18),67701-09-1,422.382,Autre,,Non
2022,2210251,cyazofamide,120116-88-3,509.4264,Env A,,Non
2022,2210251,folpel,133-07-3,5094.264,CMR,,Non
2022,2210324,tefluthrine,79538-32-2,284.722,Santé A,,Non
2022,2210326,bacillus thuringiensis ssp kurstaki souche pb 54,68038-71-1,,Autre,,Non
2022,2210337,quizalofop-p-ethyl,100646-51-3,87.0,Env A,,Non
2022,2210341,fluxapyroxad,907204-31-3,1294.375,Santé A,,Non
2022,2210341,metconazole,125116-23-6,931.95,CMR,,Non
2022,2210348,dithianon,3347-22-6,355.0,Env A,,Non
2022,2210348,phosphonate de potassium,13492-26-7,1593.808,Autre,,Non
2022,2210349,fluxapyroxad,907204-31-3,712.0875,Santé A,,Non
2022,2210349,metconazole,125116-23-6,512.703,CMR,,Non
2022,2210355,esters methyliques d'acides gras c16-c18 et c18 insatures,67762-38-3,66825.30896,Autre,,Non
2022,2210355,sulfate d'ammonium,7783-20-2,21779.040736,Autre,,Non
2022,2210378,chlorantraniliprole,500008-45-7,90.4,Env A,,Non
2022,2210380,chlorantraniliprole,500008-45-7,41.4,Env A,,Non
2022,2210382,bentazone,25057-89-0,96.0,Env B,,Non
2022,2210382,imazamox,114311-32-9,4.48,Env A,Substitution,Non
2022,2210389,diflufenicanil,83164-33-4,72.9296,Env B,,Non
2022,2210389,glyphosate,1071-83-6,615.161176,Env A,,Non
2022,2210415,sels de potassium d'acides gras (c8-c18),67701-09-1,42.7712,Autre,,Non
2022,2210423,butoxyde de piperonyle,51-03-6,2043.0,Autre,,Non
2022,2210423,deltamethrine,52918-63-5,227.0,Santé A,,Non
2022,2210439,"(e,z)-7,9-dodecadien-1-yl acetate",55774-32-8,6.3104,Autre,,Non
2022,2210443,glyphosate,1071-83-6,82946.16,Env A,,Non
2022,2210446,decane-1-ol,112-30-1,1123.4,Env A,,Non
2022,2210452,prothioconazole,178928-70-6,3571.825,Env A,,Non
2022,2210470,halauxifen-methyl,943831-98-9,8.95,Env A,,Non
2022,2210470,piclorame,1918-02-1,42.96,Env A,,Non
2022,2210477,deltamethrine,52918-63-5,0.744936,Santé A,,Non
2022,2210501,laminarine,9008-22-4,139.85955,Autre,,Non
2022,2210539,diflufenicanil,83164-33-4,5.4,Env B,,Non
2022,2210539,flufenacet,142459-58-3,10.8,Env A,,Non
2022,2210541,"e8,e10-dodecadiene-1-ol",33956-49-9,5.67,Env A,,Non
2022,2210558,mesotrione,104206-82-8,241.0,CMR,,Non
2022,2210559,clomazone,81777-89-1,50.76,Env A,,Non
2022,2210563,acide pelargonique,112-05-0,16.7,Autre,,Non
2022,2210567,mefentrifluconazole,1417782-03-6,6001.9784,Env A,,Non
2022,2210567,pyraclostrobine,175013-18-0,6317.872,Santé A,,Non
2022,2210568,fluxapyroxad,907204-31-3,5784.1008,Santé A,,Non
2022,2210568,mefentrifluconazole,1417782-03-6,6094.7792,Env A,,Non
2022,2210571,prothioconazole,178928-70-6,0.8,Env A,,Non
2022,2210571,spiroxamine,118134-30-8,1.5,CMR,,Non
2022,2210610,(z)-8-dodecenol,40642-40-8,13.44,Env A,,Non
2022,2210610,acetate de e-8-dodecenyle,38363-29-0,13.44,Autre,,Non
2022,2210610,acetate de z-8-dodecenyle,28079-04-1,13.44,Autre,,Non
2022,2210614,clomazone,81777-89-1,2978.676,Env A,,Oui
2022,2210615,tefluthrine,79538-32-2,746.103002,Santé A,,Non
2022,2210635,fluxapyroxad,907204-31-3,110.4,Santé A,,Non
2022,2210636,clethodime,99129-21-2,14.4,Env B,,Non
2022,2210699,diflufenicanil,83164-33-4,899.4,Env B,,Non
2022,2210699,flufenacet,142459-58-3,1798.8,Env A,,Non
2022,2210702,mesotrione,104206-82-8,70.0,CMR,,Non
2022,2210702,terbuthylazine,5915-41-3,330.0,Env A,,Non
2022,2210732,cyhalofop butyl,122008-85-9,972.0,Env A,,Non
2022,2210732,florpyrauxifen-benzyl,1390661-72-9,72.9,Autre,,Non
2022,2210742,prothioconazole,178928-70-6,9100.0,Env A,,Non
2022,2210742,tebuconazole,107534-96-3,9100.0,CMR,,Non
2022,2210743,prothioconazole,178928-70-6,23359.63875,Env A,,Oui
2022,2210743,tebuconazole,107534-96-3,23359.63875,CMR,,Oui
2022,2210751,tribenuron-methyle,101200-48-0,99.975,Env A,,Non
2022,2210753,lambda-cyhalothrine,91465-08-6,326.36,Santé A,Substitution,Non
2022,2210754,flazasulfuron,104040-78-0,49.9,Env A,,Non
2022,2210758,lambda-cyhalothrine,91465-08-6,92.8,Santé A,Substitution,Non
2022,2210790,fludioxonil,131341-86-1,1470.0,Env A,,Non
2022,2210797,mefentrifluconazole,1417782-03-6,961.329,Env A,,Non
2022,2210798,mefentrifluconazole,1417782-03-6,228.0,Env A,,Non
2022,2210810,triflusulfuron-methyl,126535-15-7,312.4,CMR,,Non
2022,2210812,mefentrifluconazole,1417782-03-6,13.0,Env A,,Non
2022,2210839,prothioconazole,178928-70-6,2804.0,Env A,,Non
2022,2210840,prothioconazole,178928-70-6,5932.5,Env A,,Non
2022,2210850,phosphure d'aluminium,20859-73-8,114.852,Santé A,,Non
2022,2210852,clomazone,81777-89-1,197.28,Env A,,Non
2022,2210858,diflufenicanil,83164-33-4,34902.862,Env B,,Non
2022,2210858,flufenacet,142459-58-3,69805.724,Env A,,Non
2022,2210880,benthiavalicarbe,177406-68-7,798.455,CMR,,Oui
2022,2210880,oxathiapiproline,1003318-67-9,342.195,Env A,,Oui
2022,2210895,huile essentielle d'orange douce,8028-48-6,5.55222,Env A,,Non
2022,2210927,diflufenicanil,83164-33-4,800.0,Env B,,Non
2022,2210927,flufenacet,142459-58-3,1600.0,Env A,,Non
2022,2210932,iodosulfuron-methyl-sodium,144550-36-7,0.288,Env A,,Non
2022,2210932,mefenpyr-diethyl,135590-91-9,4.32,Autre,,Non
2022,2210932,mesosulfuron-methyl,208465-21-8,1.44,Env A,,Non
2022,2210940,phosphate ferrique,10045-86-0,508.5,Autre,,Non
2022,2210942,halauxifen-methyl,943831-98-9,0.8,Env A,,Non
2022,2210942,piclorame,1918-02-1,3.84,Env A,,Non
2022,2210945,flufenacet,142459-58-3,400.8,Env A,,Non
2022,2210945,picolinafen,137641-05-5,167.0,Env A,,Non
2022,2210975,cymoxanil,57966-95-7,123.0,CMR,,Non
2022,2210975,propamocarbe hcl,25606-41-1,984.0,Autre,,Non
2022,2210977,diflufenicanil,83164-33-4,825.0,Env B,,Non
2022,2210977,flufenacet,142459-58-3,1650.0,Env A,,Non
2022,2210978,halauxifen-methyl,943831-98-9,34.84,Env A,,Non
2022,2210978,piclorame,1918-02-1,167.232,Env A,,Non
2022,2211018,mesotrione,104206-82-8,1270.975,CMR,,Non
2022,2211032,florasulame,145701-23-1,0.42875,Env A,,Non
2022,2211032,fluroxypyr-meptyl,81406-37-3,24.696,Env A,,Non
2022,2211133,cloquintocet-mexyl,99607-70-2,10.6875,Autre,,Non
2022,2211133,pinoxaden,243973-20-8,42.75,CMR,,Non
2022,2211140,chlorotoluron,15545-48-9,9702.5,CMR,,Non
2022,2211143,etofenprox,80844-07-1,31.9125,Santé A,,Non
2022,2219994,benzobicyclon,156963-66-5,528.0,Autre,,Non
2022,2219995,deltamethrine,52918-63-5,276.0,Santé A,,Oui
2022,2219999,cyantraniliprole,736994-63-1,300.2,Env A,,Non
2022,2220003,acide phosphoreux,10294-56-1,3378.6684,Autre,,Non
2022,2220023,dazomet,533-74-4,13683.7,Env A,,Non
2022,2220043,flonicamide,158062-67-0,322.0,Autre,,Non
2022,2220049,prothioconazole,178928-70-6,567.5,Env A,,Non
2022,2220049,tebuconazole,107534-96-3,567.5,CMR,,Non
2022,2220053,sulcotrione,99105-77-8,237.0,CMR,,Non
2022,2220060,mesotrione,104206-82-8,96.0,CMR,,Non
2022,2220060,nicosulfuron,111991-09-4,38.4,Env A,,Non
2022,2220109,azoxystrobine,131860-33-8,523.25,Santé A,,Non
2022,2220129,azoxystrobine,131860-33-8,315.0,Santé A,,Oui
2022,2220141,prohexadione-calcium,127277-53-6,3.6,Env B,,Non
2022,2220141,trinexapac-ethyl,95266-40-3,5.4,Env A,,Non
2022,2220146,prosulfocarbe,52888-80-9,89216.0,Env A,,Non
2022,2220155,aclonifen,74070-46-5,4122.0,CMR,,Non
2022,2220210,dimethomorphe,110488-70-5,479.9619,Env A,Exclusion,Non
2022,2220210,metirame,9006-42-2,2346.4804,Env A,,Non
2022,2220224,imazamox,114311-32-9,41.8,Env A,Substitution,Non
2022,2220253,chlorotoluron,15545-48-9,32512.5,CMR,,Non
2022,2220259,"2,4-d",94-75-7,426.0,Env B,,Non
2022,2220261,prosulfocarbe,52888-80-9,138183.2,Env A,,Non
2022,2220272,metazachlore,67129-08-2,2488.82,CMR,,Non
2022,2220272,napropamide,15299-99-7,2395.78,Env A,,Non
2022,2220272,quinmerac,90717-03-6,825.73,Env A,,Non
2022,2220277,metazachlore,67129-08-2,650.0,CMR,,Non
2022,2220298,azoxystrobine,131860-33-8,207.5,Santé A,,Non
2022,2220312,difenoconazole,119446-68-3,376.4,Env A,,Non
2022,2220312,fenpropidine,67306-00-7,1411.5,Env A,,Non
2022,2220321,fludioxonil,131341-86-1,548.98475,Env A,,Non
2022,2220324,aclonifen,74070-46-5,43745.7285,CMR,,Non
2022,2220324,diflufenicanil,83164-33-4,5832.7638,Env B,,Non
2022,2220324,flufenacet,142459-58-3,7290.95475,Env A,,Non
2022,2220429,(z)-8-dodecenol,40642-40-8,4.6,Env A,,Non
2022,2220429,acetate de e-8-dodecenyle,38363-29-0,0.0,Autre,,Non
2022,2220429,acetate de z-8-dodecenyle,28079-04-1,0.0,Autre,,Non
2022,2220431,chlorotoluron,15545-48-9,9300.0,CMR,,Non
2022,2220494,halauxifen-methyl,943831-98-9,0.4,Env A,,Non
2022,2220494,piclorame,1918-02-1,1.92,Env A,,Non
2022,2220529,metamitrone,41394-05-2,3531.5,Env A,,Non
2022,2220529,quinmerac,90717-03-6,605.4,Env A,,Non
2022,2220551,diflufenicanil,83164-33-4,1718.0,Env B,,Non
2022,2220551,flufenacet,142459-58-3,3436.0,Env A,,Non
2022,2220619,iodosulfuron-methyl-sodium,144550-36-7,0.09,Env A,,Non
2022,2220619,mefenpyr-diethyl,135590-91-9,1.35,Autre,,Non
2022,2220619,mesosulfuron-methyl,208465-21-8,0.45,Env A,,Non
2022,2220620,iodosulfuron-methyl-sodium,144550-36-7,0.204,Env A,,Non
2022,2220620,mefenpyr-diethyl,135590-91-9,3.06,Autre,,Non
2022,2220620,mesosulfuron-methyl,208465-21-8,1.02,Env A,,Non
2022,2220622,mefentrifluconazole,1417782-03-6,1.05,Env A,,Non
2022,2220638,diflufenicanil,83164-33-4,1635.0,Env B,,Non
2022,2220638,flufenacet,142459-58-3,3270.0,Env A,,Non
2022,2220659,flufenacet,142459-58-3,480.0,Env A,,Non
2022,2220668,phosphonate de potassium,13492-26-7,641.75,Autre,,Non
2022,2220688,clomazone,81777-89-1,11.6,Env A,,Non
2022,2220688,mesotrione,104206-82-8,21.75,CMR,,Non
2022,2220708,propaquizafop,111479-05-1,522.0,Env A,,Non
2022,2220753,acibenzolar-s-methyl,135158-54-2,2809.687425,Env A,,Non
2022,2220766,cyantraniliprole,736994-63-1,3984.204,Env A,,Non
2022,5000014,soufre pour pulverisation (micronise),7704-34-9,210.6,Autre,,Non
2022,5100219,soufre sublime,7704-34-9,1469334.893202,Autre,,Non
2022,5500179,"2,4-mcpb",94-81-5,7924.2,Env A,,Oui
2022,6000067,amitrole,61-82-5,4.58,CMR,,Non
2022,6000067,thiocyanate d'ammonium,1762-95-4,4.3,Autre,,Non
2022,6200075,cuivre du sulfate de cuivre,8011-63-0,66.0,Env A,Substitution,Non
2022,6200445,soufre triture,7704-34-9,432548.96,Autre,,Non
2022,6400401,lenacile,2164-08-1,10761.52,CMR,,Oui
2022,6500402,"2,4-d",94-75-7,1888.8,Env B,,Non
2022,6600031,phosmet,732-11-6,224.0,CMR,,Non
2022,6600074,huile blanche de petrole,9206-23-56,11.55,Autre,,Oui
2022,6600501,"2,4-d",94-75-7,2205.5,Env B,,Oui
2022,6600501,"2,4-mcpa",94-74-6,2205.5,Env A,,Oui
2022,6700395,soufre triture ventile,7704-34-9,593.75,Autre,,Non
2022,6800258,carbetamide,16118-49-3,3.5,CMR,Exclusion,Non
2022,6800403,dazomet,533-74-4,28168.8,Env A,,Non
2022,6900376,cuivre du sulfate de cuivre,8011-63-0,204.0,Env A,Substitution,Non
2022,6900486,"2,4-mcpa",94-74-6,2407.644,Env A,,Non
2022,6900486,dicamba,1918-00-9,200.637,Env B,,Non
2022,7000102,huile de petrole,64742-55-8,16.1,Autre,,Non
2022,7100280,benfluraline,1861-40-1,31879.692,CMR,,Oui
2022,7200313,alcools terpeniques,98-55-5,171134.883784,Autre,,Non
2022,7200442,linuron,330-55-2,2.4,CMR,Exclusion,Oui
2022,7200442,trifluraline,1582-09-8,4.8,Autre,,Oui
2022,7300221,chlorotoluron,15545-48-9,4915.0,CMR,,Non
2022,7400115,chlorpyriphos-methyl,5598-13-0,10.7,Env A,,Non
2022,7400610,cire d'abeille,,,Autre,,Non
2022,7400610,huile de resine,8050-18-8,,Autre,,Non
2022,7400610,poix,61789-60-4,,Autre,,Non
2022,7400619,acide gibberellique,77-06-5,1.822,Autre,,Non
2022,7400634,gomme manille,,1.32,Autre,,Non
2022,7400634,huile de ricin,8001-79-4,3.96,Autre,,Non
2022,7400634,resines (colophane),8050-09-7,0.99,Autre,,Non
2022,7400650,ethephon,16672-87-0,23.4,Santé A,,Non
2022,7400755,acide alpha naphtylacetique (ana),86-87-3,371.9,CMR,,Non
2022,7400815,chlormequat chlorure,999-81-5,426.742,Autre,,Oui
2022,7500004,butoxyde de piperonyle,51-03-6,0.06,Autre,,Non
2022,7500004,pyrethrines,8003-34-7,0.012,Env A,,Non
2022,7500071,chlorprophame,101-21-3,0.05,CMR,,Non
2022,7500540,chlorophacinone,3691-35-8,2.3e-05,Autre,,Non
2022,7500569,pyrimicarbe,23103-98-2,29.5,CMR,,Non
2022,7500589,bromadiolone,28772-56-7,0.00075,CMR,Exclusion,Non
2022,7500716,cuivre du sulfate de cuivre,8011-63-0,60936.6,Env A,Substitution,Non
2022,7600008,bupirimate,41483-43-6,5220.75,CMR,,Oui
2022,7600310,soufre triture,7704-34-9,398776.7,Autre,,Oui
2022,7600557,carbetamide,16118-49-3,58.5,CMR,Exclusion,Non
2022,7700078,diquat,85-00-7,53.0,Santé A,,Non
2022,7700216,soufre pour pulverisation (micronise),7704-34-9,370100.725261,Autre,,Non
2022,7700568,cuivre du sulfate de cuivre,8011-63-0,410.0,Env A,Substitution,Non
2022,7700703,pyrimiphos-methyl,29232-93-7,7261.0,Santé A,,Non
2022,7700706,"2,4-d",94-75-7,521.85,Env B,,Non
2022,7700706,dicamba,1918-00-9,74.55,Env B,,Non
2022,7700741,folpel,133-07-3,0.7,CMR,,Non
2022,7800132,ethephon,16672-87-0,5980.8,Santé A,,Non
2022,7800305,cuivre du sulfate de cuivre,8011-63-0,3404.0,Env A,Substitution,Non
2022,7900200,methiocarbe,2032-65-7,0.014,Santé A,,Non
2022,7900323,"2,4-mcpa",94-74-6,460.8,Env A,,Non
2022,7900323,dicamba,1918-00-9,38.4,Env B,,Non
2022,7900708,ethephon,16672-87-0,19816.976285,Santé A,,Oui
2022,7900708,mepiquat-chlorure,24307-26-4,38994.69527,Env B,,Oui
2022,7900753,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,5548.79,Autre,,Oui
2022,8000084,"2,4-mcpa",94-74-6,53722.6,Env A,,Oui
2022,8000350,soufre triture ventile,7704-34-9,118.75,Autre,,Non
2022,8100006,clopyralid,1702-17-6,115.32,Autre,,Non
2022,8100006,triclopyr,55335-06-3,461.28,Env B,,Non
2022,8100236,chlorophacinone,3691-35-8,0.002532,Autre,,Non
2022,8100283,linuron,330-55-2,191.025,CMR,Exclusion,Non
2022,8100291,metazachlore,67129-08-2,19197.0,CMR,,Non
2022,8100345,hymexazol,10004-44-1,8852.004,CMR,,Oui
2022,8100444,propamocarbe,24579-73-5,0.722,Autre,,Non
2022,8100462,huile vegetale,,58.1992,Autre,,Non
2022,8100462,resines (colophane),8050-09-7,575.666,Autre,,Non
2022,8100472,pyrimiphos-methyl,29232-93-7,214.0,Santé A,,Non
2022,8200024,cuivre de l'hydroxyde de cuivre,20427-59-2,7950.0,Santé A,Substitution,Non
2022,8200124,chlormequat chlorure,999-81-5,36.8,Autre,,Non
2022,8200216,propiconazole,60207-90-1,0.5,CMR,Exclusion,Non
2022,8200489,6-benzyladenine,1214-39-7,11.818,CMR,,Non
2022,8200489,gibberellines (a4+a7),8030-53-3,11.818,Autre,,Non
2022,8200538,"2,4-d",94-75-7,2052.0645,Env B,,Non
2022,8200538,"2,4-mcpa",94-74-6,2394.07525,Env A,,Non
2022,8200538,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,478.81505,Autre,,Non
2022,8200575,cypermethrine,52315-07-8,17.7,Env A,,Non
2022,8300025,penconazole,66246-88-6,445.8,CMR,,Oui
2022,8300063,soufre pour pulverisation (micronise),7704-34-9,400987.6,Autre,,Non
2022,8300214,chlorprophame,101-21-3,2.0,CMR,,Non
2022,8300243,chlorothalonil,1897-45-6,45.0,CMR,,Non
2022,8300488,soufre pour pulverisation (micronise),7704-34-9,248208.0,Autre,,Oui
2022,8400096,dicamba,1918-00-9,38415.36,Env B,,Non
2022,8400098,bacillus thuringiensis serotype 3a 3b,68038-71-1,0.002,Autre,,Non
2022,8400098,butoxyde de piperonyle,51-03-6,0.005,Autre,,Non
2022,8400098,pyrethrines,8003-34-7,0.0024,Env A,,Non
2022,8400255,metsulfuron-methyl,74223-64-6,2929.348,Env A,Substitution,Oui
2022,8400364,alcool ethylique,64-17-5,,Autre,,Non
2022,8400364,cire,,,Autre,,Non
2022,8400364,goudrons de pin,8011-48-1,,Autre,,Non
2022,8400364,terebenthine,8006-64-2,,Autre,,Non
2022,8400425,hydrazide maleique,123-33-1,67085.034,Autre,,Oui
2022,8400477,fenoxycarbe,72490-01-8,7.1975,CMR,,Non
2022,8400491,fluazifop-p-butyl,79241-46-6,0.75,CMR,,Non
2022,8400520,prochloraze,67747-09-5,616.818,Env A,,Non
2022,8400521,pendimethaline,40487-42-1,23.1,Env A,Substitution,Non
2022,8400528,isoxaben,82558-50-7,19211.6125,Env B,,Oui
2022,8400574,propyzamide,23950-58-5,454456.42,CMR,Substitution,Oui
2022,8400579,bromoxynil,1689-84-5,6.25,CMR,Exclusion,Non
2022,8400600,fluroxypyr-meptyl,81406-37-3,5827.124646,Env A,,Oui
2022,8500011,chlormequat chlorure,999-81-5,60.0,Autre,,Non
2022,8500011,ethephon,16672-87-0,30.0,Santé A,,Non
2022,8500023,thirame,137-26-8,424.0,Env A,,Non
2022,8500160,chlorothalonil,1897-45-6,447.5,CMR,,Non
2022,8500160,propiconazole,60207-90-1,111.875,CMR,Exclusion,Non
2022,8500174,abamectine,71751-41-2,57.1149,CMR,,Oui
2022,8500183,metaldehyde,108-62-3,0.92,CMR,,Oui
2022,8500194,tau-fluvalinate,102851-06-9,31.68,Env A,,Non
2022,8500198,huile minerale paraffinique,8042-47-5,14.5,Autre,,Non
2022,8500198,malathion,121-75-5,2.9,Env A,,Non
2022,8500205,dimethyl polysiloxane,63148-62-9,0.15,Autre,,Oui
2022,8500321,acide malique,6915-15-7,181.5,Autre,,Non
2022,8500321,acide sulfamique,5329-14-6,90.75,Autre,,Non
2022,8500321,pentapotassium bis(peroxymonosulfate) bis(sulfate),70693-62-8,408.375,Autre,,Non
2022,8500347,metaldehyde,108-62-3,0.6,CMR,,Non
2022,8500351,acide b-indole butyrique (aib),133-32-4,0.0851,CMR,,Non
2022,8500352,acide b-indole butyrique (aib),133-32-4,0.0056,CMR,,Non
2022,8500354,acide b-indole butyrique (aib),133-32-4,0.00064,CMR,,Non
2022,8500408,phenmediphame,13684-63-4,45.09,Env A,,Non
2022,8500412,zirame,137-30-4,28021.2,Santé A,,Non
2022,8500469,metsulfuron-methyl,74223-64-6,0.612,Env A,Substitution,Non
2022,8500469,thifensulfuron-methyle,79277-27-3,6.138,Env A,,Non
2022,8500470,huile de vaseline,8042-47-5,907792.686,Autre,,Non
2022,8500493,"2,4-mcpa",94-74-6,305.3715,Env A,,Non
2022,8500493,clopyralid,1702-17-6,26.6785,Autre,,Non
2022,8500493,fluroxypyr,69377-81-7,68.7,Env B,,Non
2022,8600014,rotenone,83-79-4,0.04,Autre,,Non
2022,8600027,pencycuron,66063-05-6,18.75,Env A,,Non
2022,8600031,chlormequat chlorure,999-81-5,266.8,Autre,,Non
2022,8600063,cuivre de l'oxyde cuivreux,1317-39-1,244.86,Env A,Substitution,Non
2022,8600068,methiocarbe,2032-65-7,0.265,Santé A,,Non
2022,8600232,"2,4-mcpa",94-74-6,11266.5536,Env A,,Non
2022,8600232,dichlorprop-p,15165-67-0,21828.9476,Autre,,Non
2022,8600232,mecoprop-p (mcpp-p),16484-77-8,9154.0748,Env A,,Non
2022,8600243,aclonifen,74070-46-5,283677.066,CMR,,Oui
2022,8600244,aclonifen,74070-46-5,64.8,CMR,,Oui
2022,8600262,goudrons de pin,8011-48-1,15.6,Autre,,Non
2022,8600313,pyrimiphos-methyl,29232-93-7,3056.05625,Santé A,,Non
2022,8600330,paclobutrazol,76738-62-0,4.296,CMR,,Non
2022,8600349,huile vegetale,,56.265,Autre,,Non
2022,8600349,resines (colophane),8050-09-7,150.04,Autre,,Non
2022,8600389,phenmediphame,13684-63-4,204.1,Env A,,Non
2022,8600395,huile vegetale,,113.459,Autre,,Non
2022,8600395,resines (colophane),8050-09-7,365.042,Autre,,Non
2022,8600659,alpha-chloralose,15879-93-3,0.98,Autre,,Non
2022,8600664,cypermethrine,52315-07-8,6.142,Env A,,Non
2022,8600679,soufre pour pulverisation (micronise),7704-34-9,516.0,Autre,,Non
2022,8700002,chlorotoluron,15545-48-9,312477.415,CMR,,Oui
2022,8700019,flurochloridone,61213-25-0,37.5,CMR,Exclusion,Non
2022,8700020,flurochloridone,61213-25-0,61637.555,CMR,Exclusion,Non
2022,8700035,esfenvalerate,66230-04-4,567.145,Santé A,Substitution,Oui
2022,8700102,benalaxyl,71626-11-4,2.1,Env A,,Non
2022,8700102,folpel,133-07-3,13.475,CMR,,Non
2022,8700107,metirame,9006-42-2,392991.90707,Env A,,Oui
2022,8700111,huile de ricin,8001-79-4,698.368,Autre,,Non
2022,8700111,resines (colophane),8050-09-7,349.184,Autre,,Non
2022,8700117,fosetyl-aluminium,39148-24-8,5.95,Autre,,Non
2022,8700117,mancozebe,8018-01-7,5.95,CMR,Exclusion,Non
2022,8700118,bifenox,42576-02-3,545.7,Env A,,Non
2022,8700118,chlorotoluron,15545-48-9,1364.25,CMR,,Non
2022,8700196,butoxyde de piperonyle,51-03-6,2036.142,Autre,,Non
2022,8700196,deltamethrine,52918-63-5,226.238,Santé A,,Non
2022,8700304,metaldehyde,108-62-3,8.4,CMR,,Non
2022,8700408,"2,4-d",94-75-7,8.0,Env B,,Non
2022,8700444,chlorprophame,101-21-3,4.8,CMR,,Non
2022,8700449,chlorotoluron,15545-48-9,1130.0,CMR,,Non
2022,8700458,tefluthrine,79538-32-2,78.894,Santé A,,Non
2022,8700462,prosulfocarbe,52888-80-9,3817778.9996,Env A,,Oui
2022,8700472,dimethyl polysiloxane,63148-62-9,1.875,Autre,,Non
2022,8700506,cuivre de l'oxychlorure de cuivre,1332-40-7,7.15,Santé A,Substitution,Non
2022,8700525,mancozebe,8018-01-7,269.43,CMR,Exclusion,Non
2022,8700621,propiconazole,60207-90-1,0.01625,CMR,Exclusion,Non
2022,8700746,prochloraze,67747-09-5,0.461,Env A,,Non
2022,8800001,goudrons de pin,8011-48-1,7.0,Autre,,Non
2022,8800011,carboxine,5234-68-4,230.276,Env A,,Non
2022,8800011,thirame,137-26-8,230.276,Env A,,Non
2022,8800028,ethephon,16672-87-0,163.824,Santé A,,Non
2022,8800029,phenmediphame,13684-63-4,142600.340768,Env A,,Oui
2022,8800099,carbofuran,1563-66-2,4.0,Autre,,Non
2022,8800108,trichogramma brassicae,,,Autre,,Non
2022,8800142,oryzalin,19044-88-3,0.96,CMR,,Non
2022,8800161,triallate,2303-17-5,360610.8816,Env A,,Oui
2022,8800199,propaquizafop,111479-05-1,14507.018,Env A,,Non
2022,8800395,lambda-cyhalothrine,91465-08-6,2263.33125,Santé A,Substitution,Oui
2022,8800395,pyrimicarbe,23103-98-2,45266.625,CMR,,Oui
2022,8800417,captane,133-06-2,7337.28,CMR,,Non
2022,8800423,trichogramma brassicae,,,Autre,,Non
2022,8800469,huile minerale paraffinique,8042-47-5,48.66869,Autre,,Non
2022,8800502,deltamethrine,52918-63-5,0.06,Santé A,,Non
2022,8800504,butoxyde de piperonyle,51-03-6,3430.998,Autre,,Non
2022,8800504,deltamethrine,52918-63-5,381.222,Santé A,,Non
2022,8800519,goudrons de pin,8011-48-1,2682.76,Autre,,Non
2022,8800603,napropamide,15299-99-7,50600.025,Env A,,Non
2022,8800671,cuivre de l'oxychlorure de cuivre,1332-40-7,50.0,Santé A,Substitution,Non
2022,8800827,chlorotoluron,15545-48-9,3035.83,CMR,,Non
2022,8800827,isoxaben,82558-50-7,113.540042,Env B,,Non
2022,8800841,difenoconazole,119446-68-3,6943.2675,Env A,,Non
2022,8800843,cyromazine,66215-27-8,0.1875,Autre,,Non
2022,8800941,metaldehyde,108-62-3,3686.179728,CMR,,Non
2022,8900124,metaldehyde,108-62-3,2.55,CMR,,Non
2022,8900137,bacillus thuringiensis serotype 3a 3b,68038-71-1,,Autre,,Non
2022,8900204,ethofumesate,26225-79-6,13.0,Env A,,Non
2022,8900261,triallate,2303-17-5,312.0,Env A,,Non
2022,8900338,bensulfuron methyl,83055-99-6,160.38,Env A,,Oui
2022,8900374,ioxynil octanoate,3861-47-0,0.12,CMR,,Non
2022,8900374,mecoprop (mcpp),7085-19-0,0.36,Env A,,Non
2022,8900564,tau-fluvalinate,102851-06-9,39820.0272,Env A,,Oui
2022,8900620,folpel,133-07-3,14707.5,CMR,,Non
2022,8900681,pendimethaline,40487-42-1,59586.924,Env A,Substitution,Oui
2022,8900685,e/z8 acetate de dodecenyle,37338-40-2,955.554341,Autre,,Oui
2022,8900700,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,16262.0,Autre,,Non
2022,9000069,ethofumesate,26225-79-6,39871.55,Env A,,Oui
2022,9000144,betacyfluthrine,68359-37-5,24.875,Santé A,,Non
2022,9000163,rimsulfuron,122931-48-0,480.4275,Env A,,Oui
2022,9000171,bifenthrine,82657-04-3,9.6e-05,CMR,,Non
2022,9000184,"2,4-mcpa",94-74-6,141051.948,Env A,,Oui
2022,9000184,clopyralid,1702-17-6,14105.1948,Autre,,Oui
2022,9000184,fluroxypyr-meptyl,81406-37-3,40622.961024,Env A,,Oui
2022,9000198,chlorotoluron,15545-48-9,1282.0,CMR,,Non
2022,9000198,diflufenicanil,83164-33-4,80.125,Env B,,Non
